10000 50000
6978 2857 143
844 2683 644
8176 1244 784
7337 1856 311
8891 2360 71
665 2916 315
3438 9331 693
1089 9544 506
3040 3275 765
4515 9333 558
1909 4974 624
1848 2058 336
5419 7030 265
1862 7320 61
4291 1238 657
6872 1430 520
9515 6906 793
2694 8384 588
2049 8304 676
3313 6717 434
5027 6271 712
1658 2169 145
3664 2309 362
7299 9035 225
179 5670 114
7560 3632 581
6424 6963 960
4367 9172 485
3461 5374 348
7906 5553 198
1421 6136 934
1418 3537 173
1388 2308 169
8561 2464 787
6739 4685 730
1714 9789 844
4072 911 43
2673 3402 737
3717 4929 910
1382 9596 514
493 5579 894
2157 2957 405
4656 9432 808
6784 8188 974
5509 1494 428
3291 790 634
9653 435 602
5718 7071 258
6211 2106 516
6330 7850 517
7503 3488 609
9456 5095 183
4138 2841 364
7738 1335 374
2210 1508 650
1996 1939 250
9693 9758 218
5755 5372 665
2549 7255 434
7984 9994 766
2697 3955 270
6650 5622 949
3089 5376 580
3374 6214 859
9696 1534 362
7898 333 300
2603 930 153
8766 8403 774
3671 4850 308
6895 4335 4
6751 631 699
8840 888 986
3539 3298 116
8511 4219 620
9549 6491 227
5536 485 424
3375 3687 306
700 400 690
233 4540 852
9639 7438 570
2161 8613 794
2092 1704 51
2606 8640 47
2863 9287 373
4591 2699 202
8491 7552 308
1986 4678 425
2173 3424 783
3116 7449 211
1107 7865 137
48 5600 378
9685 2003 702
3928 3510 463
6218 6820 587
9890 7825 528
930 4333 410
7207 8130 754
6333 1193 742
5662 7635 660
9316 874 381
6496 5719 812
9770 4361 675
4436 1483 347
6799 756 490
2441 839 854
4275 1766 442
7589 4961 944
5633 6477 835
9761 3186 676
7105 8912 683
8773 2042 591
8195 7354 255
1006 1158 18
9542 8609 79
6804 8919 782
4035 2979 211
9801 795 874
2551 2267 106
90 1715 272
960 8681 735
2664 2830 29
1080 4368 643
1394 1928 122
8599 9624 60
6122 6174 720
7130 1091 551
4008 2130 33
2589 1421 516
4824 8421 865
5506 1933 561
7686 232 692
4621 9706 801
8874 7416 139
6588 499 46
2460 4999 431
3715 5640 442
4136 274 326
8143 2391 623
9950 3120 783
570 252 362
1858 7453 954
3297 7452 807
7971 52 453
6067 1821 195
8146 3202 910
2398 8142 304
6955 8335 133
3286 3652 834
7937 9971 436
3556 9761 432
3568 9442 686
9372 9238 724
8920 7030 936
1762 1817 417
6465 3941 287
5357 5535 305
4696 7507 81
8753 8746 17
6955 4940 801
9207 8416 711
1820 241 312
3987 5889 22
3386 5768 216
2976 7355 634
8046 4493 815
411 9827 917
4767 8385 670
397 460 265
2855 3484 771
4668 3173 340
9682 865 705
2579 8617 548
6075 1842 197
6150 9980 526
7081 3684 748
1357 478 580
8420 4179 677
1309 4630 86
7322 1438 556
1359 2579 74
6383 954 816
6763 5449 455
3262 2685 148
3546 6799 980
2532 7143 685
7240 9131 275
1479 8192 636
3791 1746 829
9818 7118 387
2697 7393 433
2964 8759 285
2297 893 76
1994 157 197
38 5612 44
3809 6300 873
8645 69 175
6003 5549 473
7616 7793 289
1861 242 769
5540 3704 464
2895 8316 221
3634 4873 888
2775 5868 734
8164 7711 96
804 1289 635
8614 3289 502
3617 6672 772
3452 2069 379
5661 7792 551
2155 1618 906
4040 7789 36
6038 982 155
6202 1288 351
2436 2044 542
3803 9354 122
9201 7708 48
4213 1771 514
228 6142 223
3898 9009 223
7542 2983 952
2567 5270 956
2184 242 984
2825 1323 159
2953 9068 235
283 3473 113
8853 103 667
2949 9964 830
4628 3424 881
1186 5376 153
7891 7143 433
2502 1633 183
4657 6804 87
9687 4122 196
8985 7466 915
1559 1881 725
7030 9155 711
2579 8616 374
5882 7002 905
6114 5218 38
5157 8282 871
7604 946 556
9439 9098 595
6191 1332 693
1076 4951 997
442 9174 319
6919 7857 869
8078 5362 751
9945 2950 480
8579 5482 761
5900 7436 319
1988 8496 704
3449 7768 689
8776 7347 982
983 8866 821
5587 7295 239
2930 565 123
1687 9766 749
7014 345 516
2205 2672 856
5430 2948 137
5714 5582 535
1467 1754 125
939 5016 281
6683 5832 494
5960 3454 776
1592 4609 190
1304 4896 367
3152 5598 953
995 9001 924
1994 6345 638
6900 9679 506
4402 5445 650
9282 352 204
7363 3509 105
1958 1019 478
8959 3293 215
8600 5163 337
7099 4033 45
1 781 628
1738 915 444
4773 2650 480
3593 9578 275
2491 372 568
7088 8412 450
5188 3854 759
7869 9372 368
4090 2733 629
3561 3184 990
4037 1811 743
6338 3771 869
9313 9184 318
7058 729 252
9228 2896 476
1890 7269 878
746 5309 646
2906 1500 589
42 8673 529
4793 4710 600
1924 8056 947
9243 3480 614
3786 2740 671
4301 9371 646
6559 4578 119
1466 4526 618
4095 5922 335
7053 3276 508
6933 3578 640
914 5840 587
9388 7696 430
409 1780 949
4507 7075 96
3965 172 348
7540 2549 289
9571 7283 921
5721 6134 135
5540 9946 337
6068 4878 65
3236 6230 786
9431 6155 111
1304 1061 394
766 9424 65
2800 7029 361
4953 9267 649
1489 9879 237
9511 4701 470
6014 5997 403
988 1593 847
6966 1929 587
8628 5338 815
7778 2624 617
7970 3978 354
9518 7497 878
7905 783 710
7933 4202 304
6698 2434 501
8982 3901 688
2738 6304 277
2102 3270 997
6884 120 562
7970 6215 351
733 4795 564
362 3441 197
324 3708 948
7289 8394 447
4456 4259 522
9793 12 675
469 7822 92
7387 9500 151
6591 8395 243
2482 9512 970
960 3010 920
502 6812 904
8137 86 938
6538 446 973
9981 8771 113
9433 1767 27
1869 5197 887
1240 7549 452
4522 2644 132
7624 2645 18
175 7746 786
508 9655 906
1402 4126 772
1393 8906 856
2287 5364 472
4096 7326 28
2720 1622 262
4700 9354 156
4275 1651 614
4726 7580 115
9451 3998 925
6057 9068 604
9780 5142 581
1012 5888 677
1668 8767 423
5798 659 774
1464 8362 613
4380 9216 840
4631 788 424
9952 6921 620
3918 270 349
9856 9355 784
7359 2906 502
7851 3853 936
2479 6620 841
7382 4638 811
1589 6854 109
5876 1551 949
8051 9241 269
2744 1595 282
5226 1398 500
1527 5514 720
7042 1695 82
6030 6325 178
3283 508 520
9324 8913 893
2317 442 567
1775 5295 666
8278 216 455
9798 5773 558
7836 850 258
9605 6741 295
9682 4644 8
910 7302 441
121 7001 423
6959 9899 942
6547 37 210
8701 2224 209
9036 3108 945
5917 4485 609
3511 6464 946
9288 3081 400
4425 5950 543
4614 8727 133
27 5146 289
5168 6849 218
1256 2282 48
4861 2830 634
7145 3221 798
4538 2648 564
723 4040 34
85 3407 580
5238 7719 864
7675 3646 542
1654 7260 368
8162 7903 801
3159 5676 446
3736 824 958
5362 8490 10
8802 259 107
5285 1518 355
6732 3758 278
914 4294 74
5578 3274 320
4498 2034 692
1466 7613 888
1795 3754 516
6117 8007 119
6762 2230 749
4789 7450 640
1549 2088 998
8378 2931 989
4285 8522 379
189 8180 538
8167 8771 928
2092 6195 888
6923 3196 163
6620 4030 253
6459 6296 86
9895 1302 18
4194 8120 243
7873 9499 592
69 1922 308
2297 9394 306
7717 3934 655
7421 3723 179
9266 4942 634
9342 5040 727
9677 8261 768
6556 6197 712
9703 8171 921
8016 4437 742
2213 1920 448
1381 246 939
1071 3877 788
3951 6146 94
6529 6688 921
6468 4953 591
6826 6675 619
9708 3887 769
2367 9754 391
742 3640 35
5139 3791 436
2667 8116 412
7073 5017 667
8950 2370 547
2721 4421 946
938 3160 657
1497 5750 681
4264 9341 859
8448 7695 43
8636 4477 428
6614 7878 573
4307 3103 681
9952 336 21
7258 7724 461
9615 3764 682
4 5368 641
7967 2287 57
1708 1438 565
590 1904 299
8448 9314 518
5603 7733 132
5571 1179 396
8558 1352 670
1977 5115 550
5931 4697 314
7418 3542 409
4744 741 238
2324 5298 663
3687 9387 667
9501 1273 490
1675 1177 8
5593 2737 673
9845 9280 786
2154 45 126
3867 9014 961
604 5131 635
1038 6477 980
7575 3853 785
6524 7361 926
2506 3063 162
416 8710 495
3091 1532 215
3998 6600 211
9304 9947 638
6221 9081 580
625 7700 708
8907 625 576
9784 76 942
1444 5574 446
4322 6177 506
4896 4629 922
6044 6549 663
8079 544 811
6465 5598 699
9305 2829 174
1872 119 127
1486 8890 122
8372 7326 642
5520 3035 20
2482 8416 912
5602 635 238
576 2269 852
6790 1994 153
9029 3023 843
5772 51 299
7133 5176 36
1299 4121 637
1685 1431 402
9127 8098 823
7276 8107 887
4732 5045 887
6412 1186 835
8387 3078 42
6038 5323 316
7811 1703 486
1526 4777 968
8404 5845 265
9670 5923 983
1827 4861 810
3474 9521 947
3450 9819 23
3176 8626 631
5164 1164 115
5785 9768 826
291 7861 70
707 3941 485
460 1830 560
2307 4416 998
9327 1790 246
6133 6881 56
8175 2328 474
9127 5100 306
1170 1514 547
8557 9044 159
3609 4630 58
7554 4025 449
319 9104 12
6526 4717 397
6177 2794 512
7467 7263 912
8371 3101 369
321 5817 315
8177 8282 543
7862 8808 861
1216 3270 76
6107 689 553
1387 9449 254
3911 1664 872
780 668 996
1137 128 494
2862 3744 912
5672 4478 64
6105 3239 342
1192 3529 370
1370 3389 654
1775 1858 152
150 7755 661
4385 8056 858
128 6300 947
8569 7344 803
5574 239 668
6948 2504 267
8367 1317 409
410 1628 509
2048 6544 754
5148 1062 217
3514 6741 706
5560 1607 171
7559 3712 454
7251 3556 585
9950 5265 394
9190 7945 389
7675 4884 459
3070 2480 621
4403 5175 84
3854 8431 538
6128 494 13
4395 1686 104
3776 8342 738
8130 7400 476
5773 8711 101
3385 8116 650
8596 4241 89
565 8667 477
1592 6624 746
984 8685 45
9202 5424 220
5156 6731 713
4785 4491 977
4131 7089 120
830 2807 832
2138 4574 493
252 8117 702
6763 3706 12
4694 9849 696
5987 841 808
8035 4293 355
9828 1690 572
1683 9071 530
8096 9041 233
556 4346 249
4853 8564 97
5936 5077 226
2365 5982 216
9622 7505 37
7963 9192 166
282 3526 614
4814 9969 704
4874 2998 525
8926 3283 264
7593 2968 995
9056 8104 300
8864 253 780
2552 7751 130
2797 4714 230
222 7680 986
7696 1201 66
2098 7271 560
5149 4700 20
5810 2091 509
5003 6380 280
7121 8550 617
7181 7615 230
4078 4721 798
7913 4198 915
2912 4752 682
398 2782 808
2555 3836 260
916 1218 22
5391 4361 504
4314 3132 946
1489 4239 170
3509 8519 741
107 7525 12
7632 6319 553
4008 8743 10
8781 1836 992
9679 1576 741
2638 829 294
5213 7973 513
343 6695 77
1883 736 218
3933 1221 912
1368 9850 330
8141 695 945
8084 2496 583
1329 8753 974
4605 4517 862
2264 9695 160
2700 9982 473
4177 4730 632
2352 1130 467
829 2390 779
6610 7247 661
4820 9451 606
3342 1043 756
1476 2604 899
7964 817 485
590 8282 817
1705 5499 777
1690 1662 835
7939 2570 563
8633 6291 281
1028 8057 832
3450 6941 531
2415 5744 67
5943 6391 215
4335 3546 11
3400 6636 314
1747 1929 411
7623 1509 892
2948 4403 891
5487 7304 387
684 7444 501
230 4311 442
5714 805 708
4747 556 76
2742 1415 928
2777 5807 642
3257 9586 530
5977 6340 675
1727 1195 698
360 2338 693
2135 832 677
7038 1073 323
6399 6357 530
2109 5669 871
5698 4203 488
6694 7886 269
3111 9062 517
557 5062 90
373 6208 967
5038 5090 514
6888 5414 503
119 3918 847
8816 4919 377
244 4598 545
3639 2205 884
875 6005 419
7835 4273 923
3710 1321 172
1008 1538 743
6877 6918 695
2730 3091 382
8857 3745 201
5831 8792 1
1323 1220 440
8710 4626 44
5203 5476 365
9830 3637 285
2283 6091 305
843 2399 118
651 1335 283
3970 4501 499
712 6588 445
4014 4741 689
6551 7174 398
832 1887 314
6735 8851 386
3104 9505 426
2150 3333 899
2008 3095 227
229 682 363
392 2898 670
3160 7781 652
9432 4820 115
8044 7235 710
2077 497 510
9355 9674 200
5340 5107 137
5382 9185 669
7731 5827 377
9160 2123 143
2075 1132 273
8601 9799 208
9927 813 772
9069 9211 285
1365 2147 263
7764 9781 755
1245 3223 336
6316 679 877
3195 6658 46
3248 5679 716
9913 948 138
2629 1921 912
2223 5477 26
5819 927 728
5581 6353 448
2576 3948 366
7565 5447 764
4642 2974 31
1570 1357 241
2029 9272 452
5241 8507 719
4173 2174 437
8937 760 581
1935 9439 551
8842 8317 624
2703 5467 75
3155 1263 478
6310 159 705
470 1867 153
4287 7730 374
3215 1367 167
5645 3163 674
2879 430 273
6481 8129 846
9492 6217 691
7572 2861 969
4414 5790 878
905 65 370
174 5069 281
3039 9278 314
5535 8037 108
97 5873 74
2605 6794 878
3855 5769 514
2364 611 785
4744 3813 678
3164 5724 130
6464 843 529
7565 5938 441
29 4477 829
7759 5415 222
7811 9231 384
320 4571 911
7133 3722 248
8080 6012 629
8156 9352 620
1701 6265 293
2650 6462 904
2283 9402 611
9470 1711 523
8909 9116 149
9821 6753 934
3287 7847 547
5510 3679 620
7427 289 56
5230 4045 546
9799 2591 317
6950 5359 67
106 5520 398
7810 6530 638
3858 9660 734
7844 5040 789
4552 5399 566
1044 9370 564
4479 1671 401
7410 4823 601
1042 1142 400
5655 7012 798
7364 9471 534
1551 2427 65
2346 634 104
890 8426 325
687 8135 434
9343 8242 640
1686 5310 149
5725 1749 492
9702 8661 134
1670 4697 140
2370 9087 122
228 531 837
9276 1736 11
2795 2562 909
3000 7167 692
1626 7447 420
4612 474 166
3082 5266 247
270 1629 597
8889 3841 156
506 7863 832
4314 1642 653
4960 8050 423
183 5870 439
2159 9213 785
4114 5781 591
1263 4736 556
9795 8562 354
5141 7492 388
8134 2531 637
6297 7526 613
6895 5605 424
1980 1392 926
3158 7317 557
6730 6871 785
9008 7884 206
27 8917 19
2073 2842 954
5171 5661 824
1205 8760 767
1650 1435 112
7702 7769 869
8521 5576 847
8805 4915 34
1838 9731 95
3076 8606 609
9249 1083 166
1213 8777 969
893 8248 368
9138 4633 458
969 3737 448
8680 9046 275
229 2905 573
5145 4309 358
2426 2076 210
7136 862 20
3680 5270 376
7218 2742 110
2764 4870 415
3844 2769 755
4857 5274 760
2002 1078 183
329 1133 290
8682 7984 725
2316 2920 496
285 7553 229
8854 353 484
6120 4538 913
6730 4569 665
1514 8302 319
7375 5311 520
7773 7803 204
508 9158 43
8995 7680 369
1138 4587 173
6 1015 30
2794 6721 359
5473 2781 694
1086 6841 148
7502 5794 244
1803 5657 425
6438 9150 797
3468 5965 594
693 9811 183
4399 7693 347
7755 8536 69
2878 2741 830
4117 4826 694
5754 400 684
8971 6746 916
6694 228 750
1713 1007 368
9011 8975 282
7823 5847 53
7802 848 182
5871 3084 933
7949 2672 829
3916 293 945
4630 6846 938
8824 2541 869
709 3772 838
3242 8630 287
7985 397 870
5966 2470 833
1596 9374 262
1974 9735 679
7284 7809 75
2013 7157 417
87 8988 75
6907 6758 956
1640 705 565
2357 1321 582
1285 6517 536
1421 232 215
3951 7731 58
967 5986 145
800 2380 276
519 2700 468
9157 7174 548
7822 7162 140
4455 2660 581
5941 3737 448
1239 9760 905
8480 915 936
8105 1661 269
1700 4798 784
7539 9242 90
9030 387 415
4422 3054 509
8713 5051 512
6050 2185 922
6441 205 411
1458 2612 80
1200 6571 131
1923 734 697
2030 5201 446
7275 3419 107
2279 6052 942
6265 2529 34
2963 1365 396
8477 7450 595
970 8178 746
8199 1546 161
1210 4261 846
6483 7364 366
9744 5488 74
4681 6816 296
4869 7113 337
640 8988 94
181 1144 722
8262 6182 674
5748 7813 335
4589 1129 795
2842 7548 322
7893 6323 193
6411 902 188
2229 6571 576
3642 788 9
8061 5329 772
2295 2683 68
6015 5804 976
1327 6458 76
8417 3336 413
9315 2769 627
8059 4587 249
4933 6372 449
8267 3659 106
8550 3443 973
336 3653 536
4765 6642 480
1767 1636 729
3088 1361 223
1685 2133 46
3013 1720 674
2210 4061 104
2437 4063 269
1581 1294 435
9046 6573 605
1236 1071 804
489 6897 222
9176 2487 778
3550 788 559
8587 2558 410
1101 4501 622
8007 4214 285
1904 4362 793
8697 68 965
2633 5232 603
9359 1584 138
5417 2016 846
2048 2877 39
2746 6077 923
8513 5377 133
388 8731 493
4813 4564 121
1583 5171 516
248 599 511
1280 3785 99
3026 7420 623
3823 7957 171
7844 6228 742
737 6630 716
9719 5313 880
8109 6255 65
1942 8772 870
2293 2496 371
3123 5553 915
1822 719 379
3964 2427 263
3416 8567 985
9734 9478 815
5242 8738 409
5087 1411 384
3034 3448 195
6522 8309 612
1730 3792 410
6986 277 709
9039 5483 759
1771 3980 5
9762 633 574
5357 9222 900
2696 8810 441
1876 9335 584
2104 2753 309
6435 7252 581
2672 2276 185
1628 8500 265
8403 9273 830
2879 7890 42
5450 531 423
4672 2248 898
2479 8351 866
5598 16 309
6250 730 786
2129 2114 639
7536 4857 539
3208 2206 585
2593 2658 262
6240 847 697
9790 301 839
5287 7603 994
621 3366 724
9608 2781 528
2032 2964 26
9405 5546 512
3872 749 174
7084 1892 950
124 31 475
8080 7005 345
2144 7335 523
3011 2178 137
8670 5225 709
5673 2180 422
5680 6843 728
6849 8599 225
6727 4367 689
5805 3471 312
5245 8784 825
1335 5072 330
3192 1100 538
394 2178 868
2715 9833 327
3068 7592 931
2096 6473 482
902 3217 516
5505 4309 162
1548 3420 967
6370 2901 780
7956 4685 719
8834 327 25
2098 3982 978
1403 6657 610
3175 8527 772
8718 6291 279
834 2861 416
4787 4062 344
2747 1010 842
1369 7514 992
4985 5443 986
641 3642 888
9344 342 706
27 8695 797
4392 3311 922
1253 5127 831
874 5026 272
2936 4986 365
430 9316 897
3152 2494 56
8615 8793 550
3312 6132 885
4181 2578 774
391 9140 520
5121 1057 788
1178 883 506
5007 6579 72
4888 3019 43
9796 9520 805
7453 5088 260
9378 681 23
8940 5820 301
4848 5864 418
464 5126 597
2625 2679 103
3598 9714 19
9522 4085 596
8370 9477 514
3932 4430 686
1227 8985 387
9152 8565 829
1964 5608 474
4633 8617 168
587 56 90
2035 4487 464
9015 6226 165
8436 4394 887
8735 2317 749
2185 9736 97
1401 8079 103
5780 3814 656
7020 2647 770
1130 7306 375
9604 9018 549
6496 2144 19
999 505 176
7274 1222 449
4544 2682 607
9746 4322 563
7713 9229 868
4289 9171 78
3031 8674 136
9257 3713 703
5061 3205 901
2135 2807 833
834 5416 474
6676 1105 71
9024 7177 691
2194 2494 931
3299 2949 630
8269 5031 746
96 6078 396
2244 1914 10
3858 7325 698
4596 4750 990
9137 3555 816
7216 7434 682
9116 8945 619
8205 2508 833
5060 4001 950
413 2926 323
7002 8003 182
2988 6407 911
6913 7491 254
5581 1354 867
7758 25 642
2382 4962 764
8735 306 816
3887 2312 276
2116 1893 144
7931 7917 532
2066 9654 645
3428 7908 400
1318 7491 950
906 9627 944
2804 1578 293
5950 1682 659
7824 8291 177
8341 949 234
9431 5598 385
7791 227 169
8134 1849 537
8222 2272 580
5626 3378 59
5231 6633 697
1923 2003 1
3137 6396 910
2875 8961 707
3615 5430 194
9556 987 559
76 333 526
5196 1548 907
8718 8620 452
5108 9837 98
1835 5085 189
3289 1927 68
5705 8769 497
633 9625 626
9256 593 438
1113 2281 275
5415 8609 469
3263 4988 812
9907 2602 153
6850 6623 663
9461 2489 995
1683 4619 342
2893 6672 880
9571 7153 941
9247 1602 209
7683 2354 944
330 4811 297
1213 9305 390
7183 4779 398
3957 9211 788
7015 9363 69
8610 5856 279
282 169 282
8326 7714 280
9914 5320 199
3024 4411 162
7000 1283 918
8772 1608 794
969 6148 473
7904 485 771
916 8250 533
2846 2933 907
3500 9824 906
1242 2478 302
6741 3943 666
8603 7875 607
614 8660 979
2204 9860 759
9131 1800 844
184 8871 403
2945 3908 796
8379 1312 506
6141 6236 550
1638 8259 521
6026 392 154
2713 307 988
1169 6317 35
9491 2170 344
7820 7274 83
3704 3170 130
4444 4669 329
6600 2115 40
112 5109 668
862 943 641
8076 8452 933
2532 5728 685
9813 6973 482
8218 5817 718
4644 6058 7
1655 7952 2
9419 8298 215
2966 8806 679
408 7888 694
8481 5379 152
1622 9817 63
8814 5135 410
9897 2292 470
7420 7182 327
7728 1621 290
8799 6172 764
2962 5445 456
3448 4719 197
1247 5505 644
7604 2673 357
8723 7956 683
6214 1730 869
7192 1930 139
4446 1112 27
4908 4220 537
2391 2117 202
147 9371 72
5346 5376 860
3454 2211 444
8342 3831 892
129 1153 33
9687 1926 248
5486 8209 665
7908 7127 626
1882 1553 270
1728 5171 742
7018 6305 541
2307 6748 272
668 7958 962
1191 5893 983
8481 5479 71
341 4000 708
6768 7935 315
7612 7505 680
5117 256 701
357 3378 476
7950 7529 12
4252 1273 467
7188 3280 978
918 5211 266
1475 8586 538
117 201 233
1199 248 400
8588 5168 715
9361 5262 717
4170 6568 401
7081 5575 658
3896 1465 364
3575 1349 329
4754 189 365
5755 2436 309
5144 9985 815
3618 1965 789
8950 94 117
8967 1881 271
7886 6191 301
6563 5708 731
1466 5008 899
1635 5137 991
4048 9843 333
4338 1905 265
1644 6363 482
8775 9141 647
6817 4355 628
899 1804 902
491 509 233
9386 2532 775
7134 1880 77
3639 42 592
170 3842 492
4441 913 859
6059 1764 170
6150 8022 900
8918 2242 285
3529 1202 174
9455 4902 724
7739 9965 271
613 603 903
3887 6359 120
1582 2065 704
1295 2673 269
5184 2415 100
2701 2471 493
486 3016 459
7050 2081 367
3537 5359 16
2863 3778 87
3196 5934 936
2295 2535 313
8288 1177 221
6437 6690 295
2183 6973 87
5062 9746 804
7179 6224 960
5587 4403 183
4670 3509 833
8439 2725 953
1109 75 252
119 4838 339
3918 455 865
8772 112 374
9185 3329 446
5242 4129 89
7935 1761 262
5792 2366 277
1647 2146 658
2714 1001 405
3192 1307 734
1919 5679 618
7991 4072 4
6646 8882 721
8624 8962 117
1733 9255 196
4531 1871 49
6075 2166 188
3223 8789 343
6370 7174 631
3826 5633 856
1102 5621 529
8468 3646 778
3373 7114 657
9386 2839 339
6411 6125 83
160 227 80
6320 6690 604
8910 8412 114
7260 1434 751
3491 7261 963
740 1220 178
1601 8211 58
1772 3919 434
6094 7527 682
2334 7059 510
4953 7804 154
5230 582 204
5673 9626 452
2313 457 866
6120 9346 167
1721 9781 421
6158 951 459
6500 7643 149
9848 1992 697
1799 8402 342
8262 8710 755
6399 6222 303
5333 2756 30
7470 2392 50
5267 5519 395
6370 4676 486
3983 1916 837
5501 9306 557
94 5350 331
2094 8204 986
2129 9695 950
5274 6856 612
1714 9580 726
9367 8009 120
1739 5559 160
8330 2272 735
8473 2915 218
3313 9793 716
3207 237 267
4770 3080 332
8261 1104 543
9386 265 889
4923 5036 120
2398 5337 358
6770 7447 373
7320 9280 453
2026 3818 925
9487 4238 941
8394 1683 321
6628 6698 688
2448 1843 350
905 2045 871
2105 3828 329
4806 7918 364
3069 1512 993
8909 3349 430
9443 3774 951
9618 8690 267
4738 5975 72
5763 297 674
1139 271 890
9378 6549 413
4059 1996 581
5484 3325 602
1494 1824 851
6005 1806 80
1596 4456 457
150 9135 831
9335 3743 519
4136 4628 516
4575 4784 94
8272 8343 161
1468 7083 336
5539 4717 366
4797 6953 63
2624 866 709
6017 2657 217
9351 571 941
923 1617 644
9219 9324 687
1924 310 82
6293 979 331
3079 8033 386
3412 1581 507
1825 1109 41
626 7904 46
2323 657 186
